Comments,Label
Rabil api is back,NCA
Dania strong winner Dania ??????,NCA
Rabia duplicate copy Sonam bajwa,NCA
Dania  duplicate copy Punjabi actress sargun mehta,NCA
Abiha ko koi kuch kh nii rah isliyh SB k uper Pani phenk rhi or SB k sir pyy char rhi Hain batameiz chawl aurt na Ho to,NCA
Abiha bht over hogai hai??,NCA
The way they behave isn&#39;t suit,NCA
ohooooo,NCA
Kashaf ??????????,NCA
Rabail I&#39;m with u????,NCA
Amir agr gerat hoti to waps aajate,NCA
Yahya ????????,NCA
Yaya homa chaiye wo bohat achi tarh se. Face Kar ye hai,NCA
Rabal is good girl,NCA
Dania is strong and ahbia is prefect,NCA
Rubail u r best,NCA
Big boss ??,NCA
Abeha yar kasam sa achi lage,NCA
Rubaisha ko wapis bulaya jay,NCA
Pakistani ladki aysi hai I am also a girle but don&#39;t believe astagfirula,NCA
Rabali u are very beautiful,NCA
"<a chutiya lodi=""https://www.youtube.com/watch?v=146Cxiu0joo&amp;t=3488"">58:08</a>??????",CA
Rabail,NCA
Rabail,NCA
Rabail,NCA
Rabail,NCA
Rabail,NCA
Rabail,NCA
Nice video bhai,NCA
nice bro,NCA
When I want to laugh I watch dhinjak Pooja who agrees ????????,NCA
ducky bhai u are the best.????,NCA
Twerk wali was osm??????,NCA
I choked on my saliva ??,NCA
Kis ka ears mai dard ho raha hai like karo,NCA
Nacha kay chudakkar ho jao,NCA
Wow,NCA
i  hate fucking truck,CA
Bou rami o raja G,NCA
Dinchak pooja Ka gana Suney key baad merey Adhey doston ko cancer ho gaya Hai Is se bhter hai key banda Go Diego Go Dekh le Kams Kam Dinchak Pooja Key Cancer waley ganey se to bhetar hai,NCA
I am so late to see this roast but I really love the hulk seen I was also thinking the same,NCA
Awaz tou hy he bakwas she also never ever follow the rythm ??,NCA
Yar ??????????????????,NCA
Lauda song,CA
Bhai Maro mujhe maar maar maar,NCA
Ducky Bai fans attendance plz?,NCA
????.,NCA
tatti,NCA
2025 :1 person to enemie :Abe dhinshak Pooja ke bache dafa hoja yhan se??????.,CA
the best video i have ever seen in my life,NCA
Pooja ka kam check floss krna ki koshish kr rhi thi,NCA
LIKE  .......PAKISTAN ,NCA
I am very very happy thanks ducky bhai,NCA
I am your big fan bhai??????,NCA
jab pagal ho nach chuke hain to nach ke pagal kyu hon :),NCA
??????????????,NCA
Phossy gana seriously,CA
best vid,NCA
I can make a better song then dhinchak pooty,CA
Yar kiya hi funny vidoe ha,NCA
Love you ducky????,NCA
Brah the twerking scene was the best,NCA
What the f**k  i hate this song  but i like u ducky best of luck,NCA
??????????????????,NCA
Duky gando saala harami i am pakistani,CA
Dicknuk,NCA
Oolong bhai maro mujhe maro ni mazak ho 4aha hai ????????????????????,NCA
L chara do ducky Bhai in ma,NCA
When you thought COVID-19 was wears LMAO????,NCA
who is best ;duky bhai ,NCA
2:58 what he say ??????????????,NCA
Nach ke pagal ho jao .....             ,NCA
Me: WTF 4.5k dislikes,CA
Aakhir me jo rap tha uska name batao,NCA
Pencho,NCA
Is ka ak or Hana ha  itaga os pe video bano,NCA
You are saying good dhinchak Pooja is stupid ??,NCA
Bhutt heee faltuu Hey yehh. Hqhaahaa.. Nice roSt..,NCA
Haha.. Haaah haaaahaa.. Kasam sey,NCA
Hahahahaha modi shodi lodi hohohaha ????,CA
4:49 tumhare hanse Qasm as ????????,NCA
Nice ducky bhai??????,NCA
Is game ka name Kya he,NCA
Love u ducky,NCA
My ears are bleeding ??????,NCA
Modi sHodi Lori ??????????????,CA
Aap pakistani ho?,NCA
Maza aa gaya bhai,NCA
tseris and coke stodio ne suide,NCA
such a tatti bullshit my ears are bleeding,CA
ducky bhi    khu kah rahai hai ka JAHA MILE GHATYA WAHAAN SOO JOY KUCH AISY BOLA LIKIN HAMAREY saath soonay ki jaga hi nahi thi is larkey ko   i mean larkay ko thaiknai baad,CA
Sasti bakri ....??????,NCA
Yr Excilent bro Excilent,NCA
4:17 Best Moment,NCA
tatti song??,CA
Bahi video bohot funny,NCA
KUTI KAMINI HARAMDI,CA
Wah bhaii mast video,NCA
modi shodi lori XD,CA
Haha haha so funny,NCA
Bro plz tell mr the game name that you are playing ducky bhai plz,NCA
Sharam kia kro plz ??,NCA
Ye achi bat nahi k ap sub videos me buri language use krty ho .... Ye bat achi nahii .... Apki waja say new generation k bachy khrab ho rhe hain bhai ..... ??,NCA
Very good video,NCA
Modo shodi ????????,CA
These girls are totally stupid,NCA
Nailed her ????????,NCA
??????????stop it please ??,NCA
Bhai ducky ducky hai sab ki baja ky rakh deta hai??????,NCA
Plz plz play with me pubg mobile,NCA
kon kon 2020 main dekh raha he hit like,NCA
Yar is ka gana ho ga na Corona us pe is ko zalil karo,NCA
????????????????????????????????????????????????????????????,NCA
Gatiya tareen singer or ya song i hate this????????,NCA
Nach ka pagel,NCA
Ducky Bhai do you  have youtube  play button if you have show us make a video on it,NCA
https://youtu.be/TUc6ElzPshQ,NCA
Ducky bhi ap ka ma big fan .,NCA
Yeah India ka farman kaskar hy,NCA
yar bhai muje samj nae araha k kia comment kro hahahaha,NCA
Hasa hasaa k pagal krdeya ????????,NCA
You sir have earn my respect,NCA
Kisi k pass zehar hai ??????,NCA
ducky bhai ap video kn sa software sa edit karta ho,NCA
What a horror song .I thing today I can't sleep.,NCA
Why sing if you don't even have a voice (talking about Dhinchak) like if you agree,NCA
Idek why people dislike your video.... like your videos are so damn funny! So why are they disliking.... i guess they are probably dhinchak pooja fans????,NCA
ducky bhai gana sun k to pagal nahi hoa par kano sa tati zarroor nikal rahi h p*n ch****,CA
ahahhahah ducky ne sahi kia,NCA
lun is dinchak ko,CA
Fuck,CA
Ducky bhai phir bhi is song par itna views hai,NCA
Brother enjoyed,NCA
Bas kro ducky bhai ya chotyapa our nahi dhaka ga raha,CA
Very nice end,NCA
I'm gonna donate my earz to government Pakistan (corona) ??,NCA
Verry goood bro,NCA
Ducky Bahi you are best youtuber,NCA
I know that her song is very bad but ap gali kyu de raha ho,NCA
2:55 thank me later,NCA
Kmaal...????,NCA
??????????,NCA
is larke se ache lyrics or song ma sing kar lete hun.,NCA
I want to sucide??,NCA
Love u ducky bhai??pakistans favourite youtuber.MashAllah you roast point to point??,NCA
hahah akheer kardi,NCA
Bs jiska mood off ho ye videos dekha krein???????? #Loveyouducky,NCA
Naya gana vidio dek kar suscribe karo saad????,NCA
Dinchak pooja se jo hate krta hai wo like kary .,NCA
Please speak slow,NCA
Kmaal ho gya,NCA
Love you ducky bhai,NCA
8 million hogae is song k????,NCA
Waqai yr gana bilkul tati hai bilkul or end level farak Raj k bagharti lagai Hoi hai,CA
Me pagal hogea song sun kar,NCA
bro  dhinchak pooja new song song corona roast  content mila,NCA
ducky bhai dhinchik poja ka new song aaya hai corona virus pe us ko rost kar den,NCA
poor,NCA
https://youtu.be/QXPSm7gwpuQ,NCA
Yar aj kal ap farik video bna rhe ho smaj ni ati ap ko kis ne hat me deya hy ye inam,NCA
yar bro bht aaallaaaw,NCA
best bro sahi ki leli bichari ki,CA
phr shyari a gai aa,NCA
https://youtu.be/zrpnQkGqA-Y is pa roast bnao,NCA
Ghatiya fasool kisim ka gana tha main ne tho pehlay hi tati kar thi,CA
Nice maza agaya,NCA
Aby yeh kia itam ha,NCA
kya video banai hai ?????? i always support you bro ????,NCA
Ducky bhai tum bohat ghatiya insan ho,CA
O:6 hahahaha,NCA
Jeo ducky bahi,NCA
Twrk hahahhahahahhahahahaha????????,NCA
?????,NCA
Sasty bakri ??????,CA
@4:58  ??????????????????????,NCA
What the twerk????,NCA
Yaar Bhai mujhe to iska YouTube pe name search Karne se hii dar lagta he kii Mera nunu khada hona chor na de??,CA
that's how my friends make fun of my  voice,NCA
DUCKY PAI JO BHI HO YOUTUBE PE PEHLA SINGER HAI JIS NE 6 SATH SONGS 1B SE ZIYADA LOGO ME DHEK LIYE HAI,NCA
O bhai qasam sa bohat funny videos bnatay ho love u ??,NCA
My ear phones are not supporting this song????,NCA
her song in baquas,NCA
Wtf,CA
????,NCA
Hahahhahaha kasam sy yrr kaha sy aty hai ye log,NCA
Lanat song pe,CA
Modi ka vaisay hai phat gayi hai kashmir ka son kr,CA
Game Ka naan kya hai intro wala parkour game,NCA
Ye lendi pk k golay se phenki gai hai  Wapis bhejo isko,NCA
Ducky you are amazing,NCA
yar bhai aisa gana na sunwaya kr,NCA
Love you ducky bhai,NCA
Swag wali pain ckki ??????????,CA
Hahahahahahahahha,NCA
Hehehe isko haath main pakrao??????,CA
Yr ?? Bhai mujy ly jao kse aur planet pey ye kya ho raha hy is dunya main??????????,NCA
What the hell ??????,NCA
Haye ducky Bhai Yar... hansa hansa k pagal kr dala Bhai...hahahahaha....bb ki vines sy next level ho AP bhai...????,NCA
Lund jesi awaz hai is dinchak ch**tiya ki meri kaano ki maa* bhen ek hogai,CA
Oyyy Ducky Bhai .Kmalll ho ap..,NCA
After arrival of dichak poja wiz khalifa ,NCA
Ducky bhai..U r truly amazing..I've plently of youtuber's pewds,NCA
m mr gae has has k,NCA
Itna khoon nikla kaan se mere ????,NCA
Yar kia chezz ho ap....,NCA
??????????,NCA
5:08 py ??????????,NCA
2:23 floss ka Tariqa to dekho,NCA
Hahaha you're great  bro.,NCA
pooja ke hamsai kee kaam walee hai????????????????,NCA
ulti arhi mjhe toh....bs yh gana tha??????,NCA
Hahaha,NCA
Cancer tyar kar rahi hai ??????,NCA
Dhinchak pooja hai bhai ????,NCA
Hahahahahaha fantastic ??,NCA
Twerk????????????????,NCA
?? ?? Hahaha nice ducky bhai,NCA
HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA I LITERALLY DIEDDDDDDDDD ???????? BANDARI ???????????? HAHAHAHAHAHHAHA YOU'RE AMAAAAAAZING.,NCA
Ye aaty kaha sy he,NCA
Yarrrr,NCA
I dont know why there are comments on political and sensitive issues,NCA
Aisa gana bnane se behter hai ke teras se chlang mar ke mer jao haha??,NCA
5:00 ??????,NCA
Yar agr itni bisti meri hoti to main khud kushi kr laita hai........ ?? ?? ?? ?? ?? ??,NCA
I  got  sick   FORm  the     song,NCA
Plzzzzzz roast Trieed  insan,NCA
This is one of your best videos.,NCA
Bhaiyya..agr dhinchak Pooja apna hi mzak udwane Aise gane nhi bnati to....other you tubers ko funny content kaha se milta aur Baki aawam to is tipe k entertainment se ????? hi rh jati na.????,NCA
Name of game u play,NCA
Awsome.. Ducky bhai. Yr hus hus k jaw drd krha ha.. ?? yr subscribe krnaa bnta ha. Hats off ??,NCA
4 :40 hahaa,NCA
U r such a nice roaster,NCA
Oh my God so so so so so funny,NCA
Marrooooo mujee marooo,NCA
Kya song thaaa??????????,NCA
??????,NCA
Bhai ais duhi wali ko roast karo please,CA
????????????????,NCA
OmG  ab diccvhnikkk jaha b tu daikhi kutiyaaa ,CA
Game name plzzzz????,NCA
Uff u r awesome ducky bhai !! Keep up the good humour!! Started watching ur vdos after the award! U r hillarious.. God bless u!!,NCA
Fuck to 4.4k people gino na dislike kya ha,CA
2:45 Bhai ????????,NCA
YAAR yeh banda na multi talented hay entertain bhi karta hay criticise bhi aur information bhi deta hay .,NCA
1:23 bhai mein to is ki awas sun kar pagal ho gaya,NCA
yeh tuwrk ho rha h hhaahahhahaha,NCA
selfie selfie Maine le,NCA
Mujhe phir sherry aaya?? 2:54,NCA
Triggered Insaan ka copy hai,NCA
4.4k fucked whos next?,CA
Mainay is ka selfie wala gana suna to mun se auto ban jod nikla,NCA
??????????,NCA
Ducky bhi nice roster,NCA
?????? AstakhfurAllah,NCA
nice twerk hahahah,NCA
Yaar is se acha twerk toh ducky ne kiya hai??????,NCA
Main apki boht fan hun,NCA
Unsubscribed due to abusive content,NCA
Iphone ke icloud ko brake karay 100% working hai,NCA
wtf is this,NCA
Nice,NCA
Modi shodi Lori bharwa ganja lollo,CA
Abe han sai hay loure pta nhi kia kia bukti hay kuck samaj nhi ata pta nhi kon kon se ganay gati hay loure hahahahah laqin bhai tumne video VIP banai hay kasam se dil khush kardia yar ab or video to banao please bhai time pass ho jata hy video dekh kar by love you,CA
Your language is really cheap!,NCA
5:00,NCA
Haha,NCA
Pakistan ka carry minati #carryminati bhai ye toh deekho ????,NCA
KIA BESITY KI HAI  BHAI,NCA
0:50,NCA
Pagal ho ke nacho aur nach ke pagal ho jao....BUHAHAHAHA????????,NCA
????????????,NCA
Har bande ki gand mar di ha bhai,CA
??????????,NCA
Ducky bhai had hOo gai yarr ,NCA
Her net worth is 5 million USD in 2020 ??,NCA
Ducky bhai ????,NCA
??????????????????????Nach kay pagalll ????????,NCA
0:06??????????????doremon gadget nikal pencho,NCA
Dhin chak pooja sa achi avaz too sabszi bachna wala ki hoti ha and this is realty that this song=100 shit??????,NCA
Zaida clips fal diyae video deakhna azab bn gya,NCA
Astagfirullah,NCA
5:02 ??????,NCA
??????????,NCA
Ducky bhai ye konsa game hai,NCA
Ooo Sasti bakri ????,CA
Yarr bohot end ho gaya,NCA
?????????????,NCA
4:56 hahahahahahaha can't stop my laugh love u ducky,NCA
4:25 5:30 6:50,NCA
Very good rost??????,NCA
O bhai vedio bna chawla na maar ye jo wording use krty ho pury chawal lagty hoo,NCA
Yaar yah to Jiyan se bhi Bura Gati Hai,NCA
??????????????,NCA
3;15 that was so funny ,NCA
Dhinchak Pooja international singer he,NCA
Pakistani maderchodo,CA
0:44,NCA
Kamal,NCA
??????????????????????,NCA
Ase Hi ukhaarte rehna behtareeeeeeeeen,CA
Last scene mast tha ??????,NCA
Yr is se axha  bachay gaa lyta he,NCA
Like karo aur bund maro sub karo Lund hiloa,CA
Bhaii ap saY milna h plz,NCA
4.56 ????????end,NCA
ahahaha,NCA
Hahahaha best ducky bhai ??????,NCA
Ooooo myyyy Godddd buhaat bdtmezZz h ye shakhsSs...plzzzz control ur language plzzzz????????,NCA
So funny,NCA
Ahooooo ???? tatti,NCA
Ducky bhaii Rocks #Gulabi_Dil,NCA
Wow yar gand mar di ap na is ki,CA
Ducky bhai love from Hindustan. Love from Sikkim.,NCA
Doraemon gadget nikal pancho.,NCA
Hahahaha end mai twerk ??????????,NCA
I fell from my bed hearing her voice.... Seriously tatti...,NCA
Aby ducky bhai??????pet main Dard hogaya hans hans kr??????,NCA
Game konsi h ?,NCA
oy ni muja mara oy ni muj mara ????,NCA
Hahahah,NCA
Haha twerk ho rha,NCA
She is somthng dts y you roast her to get views ..,NCA
Doremon ka gejat nikal was the best,NCA
Ohoo Ducky Bhai Zindabad ????,NCA
Pagal hi ke le lo or le ke pagal ho jao ye gana hona chaea tha,NCA
with the fuck,NCA
0:03 best ?????? Deepak from goaaaa??,NCA
Aby yh Kia bakwas hai...,CA
Lo gi Ghori Aya Fhir,CA
Love you ducky Bhai.keep it up,NCA
Zbrdst bhai,NCA
Which game is these ??,NCA
Bhai bhaiiiii kya li h aapne dhichnak pooja ki CLASS...love from india,NCA
Khoon nikalne hi wala tha,NCA
Bhai level hai tera,NCA
Hahaha bht khoob ducky bhai,NCA
yar kitna fazool gana ha,NCA
50 ruppay main tera baap 3 burger dagay,NCA
ducky yar bs kr ???????? hanss k pain ho ra h,NCA
next level video,NCA
Ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha ??????????????????????????????????????????????????????????????????,NCA
mana to phone tor dai,NCA
F**,NCA
Chori nach key pagal ho gaye swag heavy??????????,NCA
1:11 u need high meme knowledge to understand it??,NCA
I want to donate my ears??????,NCA
Welcome to GANDUSTAAAAAN.,NCA
Ducky Bhai modi py kb video bana rahy hai,NCA
Good vadio,NCA
Bhai game kon si hai,NCA
3:43 I'm done ????????,NCA
Hahaha,NCA
Hahahahaha,NCA
Kamal ka song???????? lost my ears ????,NCA
Wooooow really ducky bhai shameer ko bohot mehnat krni krni pary gi ab . You win,NCA
Hogy pagal hum ??,NCA
So jao behn nend ki goliyan kha kr ni to zehar ki goliyan best hn kha lo.song suna kr damgh k tooty tooty ho gy.??,NCA
Literally g.f say naraz ho kar ducky bhai ki videos dhiko sab gham bhol jao gay ????????????,NCA
Dekho aik toh pak channel dheakh Rha hai Indians  aur apni tareef khudi....?????,NCA
dhicnek ????????,NCA
Bhai aapne sahi kiya iski ma ki cu,NCA
seriously bro. its 1st time when m watching ur viodeo.. nd literally yr m enjoying it..i was inspired by uh when my elder brother was watching ur classic videos jst nearby me?? nd from till to now nd watching continuously..?? keep it up bro..?? i met uh in emporium but at that time i didnt know u ?? but.. god bles uh dude?,NCA
Fuck,CA
My Dear is .. I want to met U,NCA
DuCkY Bhai LoV U,NCA
As ko chor ..,NCA
Besharam Pooja??,NCA
Hhahahahahhahahja dunya me kitne chotye hai yar,NCA
ooohhh bcc muja b aasa nasha karwa doo  ,CA
SWAD   WALI  TOFEE  MERI,NCA
2:34 best moment,NCA
4:18 aowsom,NCA
Ufff yar,NCA
lan lani kom,NCA
Hulk vs dhinchk,NCA
Imagine Dihknichka Poo Ja  watching this...,NCA
I had to pause the video because I could not stop laughing. Love u ducky ( I won't call u bhai) ??????,NCA
Aja Beth Meri class Mai ??,NCA
Mujy phir hoshyaari agayi hay??????WTF,NCA
kotey wali ki hai ducky bahi hahahahahahahahahahahaha what a return gift to dhinchak,NCA
Hahhha,NCA
https://youtu.be/xggTg5xn1Bc,NCA
Kahmir kis ka he ,NCA
?? ?? ??,NCA
Nice video brO finally Pakistani yOutuber bajaraha he India ki lage rahO ..,NCA
Your videos are shit ??????,NCA
??????,NCA
????? ??? ?? ??????????????????????,NCA
Kasam say yarr ,NCA
Ducky bhai king studion channel hn YouTube pr os kaa songs sunno or roast banoaoo??????????????,NCA
Hehehehehehehe,NCA
1st carry Manti,NCA
Yaar ducky bhai zra lehaaz nae krta??????,NCA
love u duckyyy bahi,NCA
Ducky yar bohat heavy tum ne bohat achi tarha is bitch ki le hai!! Aur bist karo esay!,NCA
PLEASE support mY Brother!!https://youtu.be/gfhBajht-Y8,NCA
Oye doraemon gadget nikal p*n ??????,NCA
Mini shairi charges,NCA
Nice bro,NCA
you are pakistani like ,NCA
sab indian bul gai   abinandan ka sath Kia huva tha,NCA
I am also a youtuber please subscribe me who love ducky bhai,NCA
A.o.a ducky bhai which game is you playing? I am also a youtuber,NCA
Tati,NCA
is ka ghane me musik alaga or is ki awaz alada ati ha,NCA
Nyc,NCA
Dear Indians, nca
Khud baap samajne walai gatar k cockroach se bhi pidi hotai hai,NCA
F***k india,CA
Beautiful  girl,NCA
Hahahah,NCA
Ducty fans like,NCA
kya bat h ducky bhaiiiiii yr love uuuuuuuuu,NCA
Very nice channel ... After a long time seen someone who is at par with carryminati,NCA
Kassam se kaan me drd hoo gya aa WALLAH,NCA
Tatti ??????,CA
bara zalil kera ap ma,NCA
Ducky Bhai thora rehem.....,NCA
Oye Modi nu kuj ni kehna  . Baki sab namunya di jinni marji waja.,NCA
Says the person who is earning on talking about these people  ,NCA
Best roaster,NCA
Yaar hum old ducky bhai ko miss kr rahe hain ?? koi roasting wali video he nhi aarahi,NCA
Mai ho aap ka fvrt youtuber dipak kalal????,NCA
2:39 “Coke studio or tseries ne suicide ker liya hai” ??????,NCA
4:22 was hillirious,NCA
Ducky bhai is the best wow man,NCA
Modi sodi Lodi ? Tumare imran ,CA
Ducky bhai sahi hay pagal hay dhinchak pooji,NCA
Pagal ho ganay wali pagal ho nach kay pagal tum ho jao,NCA
Are you indian,NCA
Duckey bhai, NCA
Best roast https://youtu.be/fqN5WamlqAs,NCA
Very good,NCA
Ooohhh God ?? is ny to b**d phar di,CA
ducky bhai twerks better than her,NCA
Waaaah Bhai koi muqabla nh apka,NCA
Waaaah Bhai koi muqabla nh apka,NCA
Who's voice is best??,NCA
Jis ko last waly seen bum hilany waly pas hassi aaai like maroo boss,NCA
ducky bhi best rost ever,NCA
love your voice saado,NCA
Hahaha ????,NCA
End me Talah yunus ka song,NCA
Aray ducky bhai big fan sir,NCA
Modi tera baap he,NCA
Yeh Gana tha yah Tatti??????,NCA
Hahaaaaaaaaa so funny,NCA
I HATE DINCHAK POOJA VOICE YAAR AND DUCKY U ALSO IN OUR HEARTSSS PROUD OF YOU,NCA
gta5 game play,NCA
Ducky Bhai please ap ek dafa hindustani bhau ko roast Kare kyu k usko koi aise zaleel nhi krskte jaise ap KRte ho but if you didn't want k wo apko roast na kare to wo Alag bt ha magar please think about it.????,NCA
https://youtu.be/f-9KMXO8Ce0 ,NCA
Yr loori ko chudy hwe hijry modi s na mlao lori ki b kch izzat h kch chudy hwe hijry se milarhe ho ??????,CA
Band Mar dya,NCA
bhai ye kon si game hy plz tell me,NCA
Hahaha nice ducky bro,NCA
Hahahahaha ksm s kia chez o ap ducky bhai ????????????,NCA
Beaotiful garal,NCA
Akhiri seen dekh kar mujhe sheyari aa gai,NCA
Kashmiriyoon ka aur unki maarzi jis kay saath raheein,NCA
Wase bath theek hai,NCA
Tu carry ko copy mat kr....,NCA
https://youtu.be/9yQ7ScMCqFo,NCA
https://youtu.be/9yQ7ScMCqFo reply ducky bahi,NCA
oyeeeeeeeeeeee bhi level ha tera,NCA
Plz ducky bhai ek ware free fire  khelo,NCA
Bhai sunn tu khud indian talent copy kr rha hain ,NCA
Best Best Best Best ducky Bhai.,NCA
https://youtu.be/dcBXd2fr5sY,NCA
Are bc ye kya h ?? ????,CA
Modi shodi Lori ??????,CA
Bhai modi ko kuch mat bol yaar,NCA
yaar galiyan na dia karien,NCA
Pagal poja,CA
fuck that girl,CA
Tu bht bara bachoda h tu esliye bhok raha q k tera ye khara kr k bjaag gae.,CA
Yr ducky bhai u r amazing . youtube pr aik dum ye bandri samnay ai to m ne song  ki video play k or literally ulti aa rhi thi phir mujay yd aya thaa k ducky bhai is pr roast kiya tha phir m ny apki video dekhi or phir dil ko sukooon mila . u r amazinh literallly i love u alot,NCA
Doraemon Gadget niqal.. Panch..o??????,NCA
Aur tu kon sa unique kaam kar rha hai views k liye dusru ko bura kena Boht asan hai khud pe deyan de ducky,NCA
Must Watch this??,NCA
Bro game kon si ha plz batao,NCA
Ducky bhai AP ki sab videos full end takh dekhe hn pr is video ko dekhte he gusa a jata ha demag ka dahi bana dia ha,NCA
iss baandri??,CA
ducky to harami hy saly,CA
ha,ha
Bhai video toh pasand ai hy lakin jelous hony walon ki jalti hoe daykh kr andaza laga ap toh waqe e hit ho boss,NCA
2:40 lol ?????????? very true,NCA
I've have subscribed you when you have 50k subs ..bro my account was deleted and i made it again...so i resubscribed u?? ?? keep it up bro,NCA
Hahahahahh,NCA
Illuminati pe pehly research kr lo,NCA
bhai sana bucket ko rost kro ya poocho kiya wo  Illuminati ki member hai ,NCA
The best of best,NCA
Hulk scene i almost died of laughter ??????????????????????????,NCA
Duky bahi ap ki video dhek kar hath rukty he nhi k ap ko like na kary,NCA
FUCK DINCHACK POOJA,CA
Inke ma ke ..... Ank Yar ??,NCA
Ya yar itna bysora song,NCA
igi  1 to play,NCA
igi 2 play,NCA
gta vice city play,NCA
gta 5 to play,NCA
Ok ??,NCA
Sabash ducky,NCA
Carryminati upload video on dhinchak pooja 1/aug/2019,NCA
YaKi Wa|i RoaStinG tHe Wah.! ??????????,NCA
??????????????????????????????????,NCA
5:????????,NCA
When you sai khoon nikal nai kii zimadari hamari nhi hai . Too apnai us shadi sohagrat wali picture dikhaii,NCA
I made roast on ducky bhai,NCA
Pakistan ...K Kitne Bhosre .,CA
what is the name of this game,NCA
????????????????????????????,NCA
Ye kya cheez h,NCA
Ducky bhai plz khasmir kah ooper ek video,NCA
Nice bhai,NCA
Ducky bhai ye game kon se hai start m.??,NCA
Bhai dislike ki tanshan nhi lani kuch  log aap ki vido sy jalty h??????????,NCA
yaar salam   pehle kr liya karo,NCA
????????pen yaqi,NCA
poopoo jaw bitch,CA
Tetei,NCA
jailbreak iphone ki video upload kr daine plz,NCA
Bumper price Tere naam,NCA
Are jani bht tyt yaar,NCA
Good yar,NCA
????????????????????????????????????,NCA
Malan sinchakpuja lan lan an,NCA
Roast  MODI plzzzz,NCA
https://www.youtube.com/watch?v=8YJheSsNl4k,NCA
Haha ducky bhi osm,NCA
4:02 TATTI ????,CA
how can i download this game if please you can send me the link in reply or suggest me any site,NCA
That tweking part was insane ??????,NCA
Inki English waise hi hai jaise Indian ki French {MATLAB Puri bekar}????#pkmkb,NCA
yarrr sad bhai app sab se baray legend ho yarr ye video me nay 11 dafa dekhi hai abhi bhi shaeri arahi hai. Keep it up broooo,NCA
hehehehehehe kamall,NCA
*Oye Doremon gadget nikal pencho*,CA
Bhai gameplay kon say  game ka ha,NCA
I laugh at 4:17 ??????????????,NCA
Ye go ducky bhai ap parkour wali ganme khel rhe ho name bta dain,NCA
??????????????,NCA
Please subscribe my channel must for ultimate Delicious food videos.. Thanks..,NCA
????????????????????????,NCA
Amazing bro ????.. or sheeshay may daikh k lanat wala idea kamal ka tha,CA
Big fan,NCA
Ooooo love u bahi,NCA
You bought it from a local newspaper in a small area and it is not a problem that is,NCA
yar ducky bhai iss lafz ne kamal bana diya video ko modi shodi  lodi ??????????????????,CA
Imran Chirand Bikhari XD,CA
mujhe hi lgta hae ya ducky bhai mein pehli wali baat ni rahi,NCA
Wah veer g ?????????,NCA
Boht awla dia isy ap ne ducky bhai you are the best,NCA
Bhai apne waha k kuch content le le ase bhi tum log joker se kam ho kya sirf india k chize kyu lete ho?,NCA
Saad bhai plzz imran Khan ki speech par ak roasting kary plzz,NCA
Lol,NCA
India Zindabad Pakistan murdabad,NCA
if you stop using bad words to india then you will surely gain millions of subscriber from india,NCA
????Toba,NCA
Tuje kio taqleef hoti hai tere jese kute sirf bhonkk skte hain,CA
Plz roast bindass kavya,NCA
Bro humain batain Kay Ghar main fortnite kase download karain 8 GB ram and windows 10,NCA
??????????????nach ke pagal,NCA
Kamal ho bhai yr kahn sy laty ho ye ideas?,NCA
???? ??? ??? ??? ?? ???? ?????????? ???? ???? ???? ??; ??? ?????????? ???? ?? ???? ?????? ?? ????? ??? ??????? ???? ???? ???? ??,NCA
Tatty dinchak,CA
very good,NCA
ducky bhai you are lit man ??,NCA
Iski tange mendak ki tarah tange chalati hai dhyaan se dekhu,NCA
Ducky jani kamal h carry on result k baad ma udass sa ho gya tha lakin ab sakoon h ...,NCA
Are you amazing ??????,NCA
Haha ye masoom sa bacche Kobe nhe choraa,NCA
Aesy loog lipstic lagaty hain toh adhi wesy he daant pay lag jati hay,NCA
?????????????????? f puga,NCA
wah,NCA
Ducky bhai hi,NCA
PKMKB,CA
chagaya ducky,NCA
Fucky Bhai oh sorry I mean ducky bhai,CA
I think its over..... Baqi achi ho gii is ki??,NCA
Yrr haste haste pagal ho gaya??????,NCA
Modi ,NCA
Ducky bhai ya video dekh k halki phulki shari aye ha ab kia krna chaiye,NCA
Keep it up brooo ????????????,NCA
Hahaha End hai yarr ??,NCA
Aaakhand xhuutyapa hai ywr ????????????????,CA
Young Stunners one love one thug,NCA
Hahhaahahhahahhahahahha,NCA
Kasam sa Ducky bhai bohat bezti karty ha Dichnak pooja ke????????,NCA
does anyone know the name of the gameplay in the back ??,NCA
Open challenge in mini militia ducky khusrastan,CA
Horny Bi*** F*ck*ng Music with BSDK poses!,CA
waka hi song tati tha,CA
Please rost tanny,NCA
Hehehehe,NCA
???? ???? ???? ???? ??????,NCA
Yar amazing video ??????????????,NCA
Ducky Legend ??!!,NCA
Is k gane or music men koi similarities nh h yar ????kya ho RHA????,NCA
Yt kasam se shi roast kia he ap ne,NCA
Twerk best line ever,NCA
Ducky himat ha to mugha 15000 send kr,NCA
Ducky g allah ka wasta ha namz or quran b par liya kro tm ya galiya dy kr apni self khrb kr rha ho shrm kro thori marna b hai tm ko apni quber ko b yd kr lo ya sb ly kr ni jao gy,NCA
roast this guy a video against Pakistan army,NCA
