Comments,Label
ducky pai jo bhi ho youtube pe pehla singer hai jis ne 6 sath songs 1b se ziyada logo me dhek liye hai,NCA
o bhai qasam sa bohat funny videos bnatay ho love u,NCA
my ear phones are not supporting this song,NCA
her song in baquas,NCA
hahahhahaha kasam sy yrr kaha sy aty hai ye log,NCA
lanat song pe,CA
modi ka vaisay hai phat gayi hai kashmir ka son kr,CA
game ka naan kya hai intro wala parkour game,NCA
ye lendi pk k golay se phenki gai hai wapis bhejo isko,NCA
ducky you are amazing,NCA
yar bhai aisa gana na sunwaya kr,NCA
swag wali pain ckki,CA
hahahahahahahahha,NCA
hehehe isko haath main pakrao,CA
yr bhai mujy ly jao kse aur planet pey ye kya ho raha hy is dunya main,NCA
what the hell,NCA
haye ducky bhai yar hansa hansa k pagal kr dala bhaihahahahahabb ki vines sy next level ho ap bhai,NCA
lund jesi awaz hai is dinchak chtiya ki meri kaano ki maa bhen ek hogai,CA
oyyy ducky bhai kmalll ho ap,NCA
after arrival of dichak poja wiz khalifa,NCA
ducky bhaiu r truly amazingive plently of youtubers pewds,NCA
m mr gae has has k,NCA
itna khoon nikla kaan se mere,NCA
yar kia chezz ho ap,NCA
508 py,NCA
223 floss ka tariqa to dekho,NCA
hahaha youre great bro,NCA
pooja ke hamsai kee kaam walee hai,NCA
ulti arhi mjhe tohbs yh gana tha,NCA
cancer tyar kar rahi hai,NCA
dhinchak pooja hai bhai,NCA
hahahahahaha fantastic,NCA
twerk,NCA
hahaha nice ducky bhai,NCA
hahahahahahahahahahahahahahahahahahahahahahahaha i literally dieddddddddd bandari hahahahahahhaha youre amaaaaaazing,NCA
ye aaty kaha sy he,NCA
yarrrr,NCA
i dont know why there are comments on political and sensitive issues,NCA
aisa gana bnane se behter hai ke teras se chlang mar ke mer jao haha,NCA
yar agr itni bisti meri hoti to main khud kushi kr laita hai,NCA
i got sick form the song,NCA
plzzzzzz roast trieed insan,NCA
this is one of your best videos,NCA
bhaiyyaagr dhinchak pooja apna hi mzak udwane aise gane nhi bnati toother you tubers ko funny content kaha se milta aur baki aawam to is tipe k entertainment se hi rh jati na,NCA
name of game u play,NCA
awsome ducky bhai yr hus hus k jaw drd krha ha yr subscribe krnaa bnta ha hats off,NCA
4 40 hahaa,NCA
u r such a nice roaster,NCA
oh my god so so so so so funny,NCA
marrooooo mujee marooo,NCA
kya song thaaa,NCA
bhai ais duhi wali ko roast karo please,CA
omg ab diccvhnikkk jaha b tu daikhi kutiyaaa,CA
game name plzzzz,NCA
uff u r awesome ducky bhai keep up the good humour started watching ur vdos after the award u r hillarious god bless u,NCA
fuck to 44k people gino na dislike kya ha,CA
245 bhai,NCA
yaar yeh banda na multi talented hay entertain bhi karta hay criticise bhi aur information bhi deta hay,NCA
123 bhai mein to is ki awas sun kar pagal ho gaya,NCA
yeh tuwrk ho rha h hhaahahhahaha,NCA
selfie selfie maine le,NCA
mujhe phir sherry aaya 254,NCA
triggered insaan ka copy hai,NCA
44k fucked whos next,CA
mainay is ka selfie wala gana suna to mun se auto ban jod nikla,NCA
ducky bhi nice roster,NCA
astakhfurallah,NCA
nice twerk hahahah,NCA
yaar is se acha twerk toh ducky ne kiya hai,NCA
main apki boht fan hun,NCA
unsubscribed due to abusive content,NCA
iphone ke icloud ko brake karay 100 working hai,NCA
wtf is this,NCA
modi shodi lori bharwa ganja lollo,CA
your language is really cheap,NCA
pakistan ka carry minati carryminati bhai ye toh deekho,NCA
kia besity ki hai bhai,NCA
pagal ho ke nacho aur nach ke pagal ho jaobuhahahaha,NCA
har bande ki gand mar di ha bhai,CA
ducky bhai had hoo gai yarr,NCA
her net worth is 5 million usd in 2020,NCA
ducky bhai,NCA
nach kay pagalll,NCA
006doremon gadget nikal pencho,NCA
dhin chak pooja sa achi avaz too sabszi bachna wala ki hoti ha and this is realty that this song100 shit,NCA
zaida clips fal diyae video deakhna azab bn gya,NCA
astagfirullah,NCA
ducky bhai ye konsa game hai,NCA
ooo sasti bakri,CA
yarr bohot end ho gaya,NCA
456 hahahahahahaha cant stop my laugh love u ducky,NCA
425 530 650,NCA
very good rost,NCA
o bhai vedio bna chawla na maar ye jo wording use krty ho pury chawal lagty hoo,NCA
yaar yah to jiyan se bhi bura gati hai,NCA
315 that was so funny,NCA
dhinchak pooja international singer he,NCA
pakistani maderchodo,CA
kamal,NCA
ase hi ukhaarte rehna behtareeeeeeeeen,CA
last scene mast tha,NCA
yr is se axha bachay gaa lyta he,NCA
like karo aur bund maro sub karo lund hiloa,CA
bhaii ap say milna h plz,NCA
456 end,NCA
ahahaha,NCA
hahahaha best ducky bhai,NCA
ooooo myyyy godddd buhaat bdtmezzz h ye shakhsssplzzzz control ur language plzzzz,NCA
ahooooo tatti,NCA
ducky bhaii rocks gulabidil,NCA
wow yar gand mar di ap na is ki,CA
ducky bhai love from hindustan love from sikkim,NCA
doraemon gadget nikal pancho,NCA
hahahaha end mai twerk,NCA
i fell from my bed hearing her voice seriously tatti,NCA
aby ducky bhaipet main dard hogaya hans hans kr,NCA
game konsi h,NCA
oy ni muja mara oy ni muj mara,NCA
hahahah,NCA
haha twerk ho rha,NCA
she is somthng dts y you roast her to get views,NCA
doremon ka gejat nikal was the best,NCA
ohoo ducky bhai zindabad,NCA
pagal hi ke le lo or le ke pagal ho jao ye gana hona chaea tha,NCA
with the fuck,NCA
003 best deepak from goaaaa,NCA
aby yh kia bakwas hai,CA
lo gi ghori aya fhir,CA
love you ducky bhaikeep it up,NCA
zbrdst bhai,NCA
which game is these,NCA
bhai bhaiiiii kya li h aapne dhichnak pooja ki classlove from india,NCA
khoon nikalne hi wala tha,NCA
bhai level hai tera,NCA
hahaha bht khoob ducky bhai,NCA
yar kitna fazool gana ha,NCA
50 ruppay main tera baap 3 burger dagay,NCA
ducky yar bs kr hanss k pain ho ra h,NCA
next level video,NCA
ahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha,NCA
mana to phone tor dai,NCA
chori nach key pagal ho gaye swag heavy,NCA
111 u need high meme knowledge to understand it,NCA
i want to donate my ears,NCA
welcome to gandustaaaaan,NCA
ducky bhai modi py kb video bana rahy hai,NCA
good vadio,NCA
bhai game kon si hai,NCA
343 im done,NCA
kamal ka song lost my ears,NCA
wooooow really ducky bhai shameer ko bohot mehnat krni krni pary gi ab you win,NCA
hogy pagal hum,NCA
so jao behn nend ki goliyan kha kr ni to zehar ki goliyan best hn kha losong suna kr damgh k tooty tooty ho gy,NCA
literally gf say naraz ho kar ducky bhai ki videos dhiko sab gham bhol jao gay,NCA
dekho aik toh pak channel dheakh rha hai indians aur apni tareef khudi,NCA
dhicnek,NCA
bhai aapne sahi kiya iski ma ki cu,NCA
my dear is i want to met u,NCA
ducky bhai lov u,NCA
as ko chor,NCA
besharam pooja,NCA
hhahahahahhahahja dunya me kitne chotye hai yar,NCA
ooohhh bcc muja b aasa nasha karwa doo,CA
swad wali tofee meri,NCA
234 best moment,NCA
418 aowsom,NCA
ufff yar,NCA
lan lani kom,NCA
hulk vs dhinchk,NCA
imagine dihknichka poo ja watching this,NCA
i had to pause the video because i could not stop laughing love u ducky i wont call u bhai,NCA
aja beth meri class mai,NCA
mujy phir hoshyaari agayi haywtf,NCA
kotey wali ki hai ducky bahi hahahahahahahahahahahaha what a return gift to dhinchak,NCA
hahhha,NCA
kahmir kis ka he,NCA
nice video bro finally pakistani youtuber bajaraha he india ki lage raho,NCA
your videos are shit,NCA
kasam say yarr,NCA
ducky bhai king studion channel hn youtube pr os kaa songs sunno or roast banoaoo,NCA
hehehehehehehe,NCA
1st carry manti,NCA
yaar ducky bhai zra lehaaz nae krta,NCA
love u duckyyy bahi,NCA
ducky yar bohat heavy tum ne bohat achi tarha is bitch ki le hai aur bist karo esay,NCA
please support my brother,NCA
oye doraemon gadget nikal pn,NCA
mini shairi charges,NCA
nice bro,NCA
you are pakistani like,NCA
sab indian bul gai abinandan ka sath kia huva tha,NCA
i am also a youtuber please subscribe me who love ducky bhai,NCA
aoa ducky bhai which game is you playing i am also a youtuber,NCA
tati,NCA
is ka ghane me musik alaga or is ki awaz alada ati ha,NCA
dear indians,NCA
khud baap samajne walai gatar k cockroach se bhi pidi hotai hai,NCA
fk india,CA
beautiful girl,NCA
ducty fans like,NCA
kya bat h ducky bhaiiiiii yr love uuuuuuuuu,NCA
very nice channel after a long time seen someone who is at par with carryminati,NCA
kassam se kaan me drd hoo gya aa wallah,NCA
tatti,CA
bara zalil kera ap ma,NCA
ducky bhai thora rehem,NCA
oye modi nu kuj ni kehna baki sab namunya di jinni marji waja,NCA
says the person who is earning on talking about these people,NCA
best roaster,NCA
yaar hum old ducky bhai ko miss kr rahe hain koi roasting wali video he nhi aarahi,NCA
mai ho aap ka fvrt youtuber dipak kalal,NCA
239 coke studio or tseries ne suicide ker liya hai,NCA
422 was hillirious,NCA
ducky bhai is the best wow man,NCA
modi sodi lodi tumare imran,CA
ducky bhai sahi hay pagal hay dhinchak pooji,NCA
pagal ho ganay wali pagal ho nach kay pagal tum ho jao,NCA
are you indian,NCA
duckey bhai,NCA
best roast,NCA
ooohhh god is ny to bd phar di,CA
ducky bhai twerks better than her,NCA
waaaah bhai koi muqabla nh apka,NCA
whos voice is best,NCA
jis ko last waly seen bum hilany waly pas hassi aaai like maroo boss,NCA
ducky bhi best rost ever,NCA
love your voice saado,NCA
hahaha,NCA
end me talah yunus ka song,NCA
aray ducky bhai big fan sir,NCA
modi tera baap he,NCA
yeh gana tha yah tatti,NCA
hahaaaaaaaaa so funny,NCA
i hate dinchak pooja voice yaar and ducky u also in our heartsss proud of you,NCA
gta5 game play,NCA
yr loori ko chudy hwe hijry modi s na mlao lori ki b kch izzat h kch chudy hwe hijry se milarhe ho,CA
band mar dya,NCA
bhai ye kon si game hy plz tell me,NCA
hahaha nice ducky bro,NCA
hahahahaha ksm s kia chez o ap ducky bhai,NCA
beaotiful garal,NCA
akhiri seen dekh kar mujhe sheyari aa gai,NCA
kashmiriyoon ka aur unki maarzi jis kay saath raheein,NCA
wase bath theek hai,NCA
tu carry ko copy mat kr,NCA
reply ducky bahi,NCA
oyeeeeeeeeeeee bhi level ha tera,NCA
plz ducky bhai ek ware free fire khelo,NCA
bhai sunn tu khud indian talent copy kr rha hain,NCA
best best best best ducky bhai,NCA
are bc ye kya h,CA
modi shodi lori,CA
bhai modi ko kuch mat bol yaar,NCA
yaar galiyan na dia karien,NCA
pagal poja,CA
fuck that girl,CA
tu bht bara bachoda h tu esliye bhok raha q k tera ye khara kr k bjaag gae,CA
doraemon gadget niqal pancho,NCA
aur tu kon sa unique kaam kar rha hai views k liye dusru ko bura kena boht asan hai khud pe deyan de ducky,NCA
must watch this,NCA
bro game kon si ha plz batao,NCA
ducky bhai ap ki sab videos full end takh dekhe hn pr is video ko dekhte he gusa a jata ha demag ka dahi bana dia ha,NCA
iss baandri,CA
ducky to harami hy saly,CA
bhai video toh pasand ai hy lakin jelous hony walon ki jalti hoe daykh kr andaza laga ap toh waqe e hit ho boss,NCA
240 lol very true,NCA
ive have subscribed you when you have 50k subs bro my account was deleted and i made it againso i resubscribed u keep it up bro,NCA
hahahahahh,NCA
illuminati pe pehly research kr lo,NCA
bhai sana bucket ko rost kro ya poocho kiya wo illuminati ki member hai,NCA
the best of best,NCA
hulk scene i almost died of laughter,NCA
duky bahi ap ki video dhek kar hath rukty he nhi k ap ko like na kary,NCA
fuck dinchack pooja,CA
inke ma ke ank yar,NCA
ya yar itna bysora song,NCA
igi 1 to play,NCA
igi 2 play,NCA
gta vice city play,NCA
gta 5 to play,NCA
sabash ducky,NCA
carryminati upload video on dhinchak pooja 1aug2019,NCA
yaki wai roasting the wah,NCA
when you sai khoon nikal nai kii zimadari hamari nhi hai too apnai us shadi sohagrat wali picture dikhaii,NCA
i made roast on ducky bhai,NCA
pakistan k kitne bhosre,CA
what is the name of this game,NCA
ye kya cheez h,NCA
ducky bhai plz khasmir kah ooper ek video,NCA
nice bhai,NCA
ducky bhai ye game kon se hai start m,NCA
bhai dislike ki tanshan nhi lani kuch log aap ki vido sy jalty h,NCA
yaar salam pehle kr liya karo,NCA
pen yaqi,NCA
poopoo jaw bitch,CA
tetei,NCA
jailbreak iphone ki video upload kr daine plz,NCA
bumper price tere naam,NCA
are jani bht tyt yaar,NCA
good yar,NCA
malan sinchakpuja lan lan an,NCA
roast modi plzzzz,NCA
haha ducky bhi osm,NCA
402 tatti,CA
how can i download this game if please you can send me the link in reply or suggest me any site,NCA
that tweking part was insane,NCA
inki english waise hi hai jaise indian ki french matlab puri bekarpkmkb,NCA
yarrr sad bhai app sab se baray legend ho yarr ye video me nay 11 dafa dekhi hai abhi bhi shaeri arahi hai keep it up broooo,NCA
hehehehehehe kamall,NCA
oye doremon gadget nikal pencho,CA
bhai gameplay kon say game ka ha,NCA
i laugh at 417,NCA
ye go ducky bhai ap parkour wali ganme khel rhe ho name bta dain,NCA
please subscribe my channel must for ultimate delicious food videos thanks,NCA
amazing bro or sheeshay may daikh k lanat wala idea kamal ka tha,CA
big fan,NCA
ooooo love u bahi,NCA
you bought it from a local newspaper in a small area and it is not a problem that is,NCA
yar ducky bhai iss lafz ne kamal bana diya video ko modi shodi lodi,CA
imran chirand bikhari xd,CA
mujhe hi lgta hae ya ducky bhai mein pehli wali baat ni rahi,NCA
wah veer g,NCA
boht awla dia isy ap ne ducky bhai you are the best,NCA
bhai apne waha k kuch content le le ase bhi tum log joker se kam ho kya sirf india k chize kyu lete ho,NCA
saad bhai plzz imran khan ki speech par ak roasting kary plzz,NCA
india zindabad pakistan murdabad,NCA
if you stop using bad words to india then you will surely gain millions of subscriber from india,NCA
toba,NCA
tuje kio taqleef hoti hai tere jese kute sirf bhonkk skte hain,CA
plz roast bindass kavya,NCA
bro humain batain kay ghar main fortnite kase download karain 8 gb ram and windows 10,NCA
nach ke pagal,NCA
kamal ho bhai yr kahn sy laty ho ye ideas,NCA
tatty dinchak,CA
very good,NCA
ducky bhai you are lit man,NCA
iski tange mendak ki tarah tange chalati hai dhyaan se dekhu,NCA
ducky jani kamal h carry on result k baad ma udass sa ho gya tha lakin ab sakoon h,NCA
are you amazing,NCA
haha ye masoom sa bacche kobe nhe choraa,NCA
aesy loog lipstic lagaty hain toh adhi wesy he daant pay lag jati hay,NCA
f puga,NCA
ducky bhai hi,NCA
pkmkb,CA
chagaya ducky,NCA
fucky bhai oh sorry i mean ducky bhai,CA
i think its over baqi achi ho gii is ki,NCA
yrr haste haste pagal ho gaya,NCA
modi,NCA
ducky bhai ya video dekh k halki phulki shari aye ha ab kia krna chaiye,NCA
keep it up brooo,NCA
hahaha end hai yarr,NCA
aaakhand xhuutyapa hai ywr,CA
young stunners one love one thug,NCA
hahhaahahhahahhahahahha,NCA
kasam sa ducky bhai bohat bezti karty ha dichnak pooja ke,NCA
does anyone know the name of the gameplay in the back,NCA
open challenge in mini militia ducky khusrastan,CA
horny bi fckng music with bsdk poses,CA
waka hi song tati tha,CA
please rost tanny,NCA
hehehehe,NCA
yar amazing video,NCA
ducky legend,NCA
is k gane or music men koi similarities nh h yar kya ho rha,NCA
yt kasam se shi roast kia he ap ne,NCA
twerk best line ever,NCA
ducky himat ha to mugha 15000 send kr,NCA
ducky g allah ka wasta ha namz or quran b par liya kro tm ya galiya dy kr apni self khrb kr rha ho shrm kro thori marna b hai tm ko apni quber ko b yd kr lo ya sb ly kr ni jao gy,NCA
roast this guy a video against pakistan army,NCA
457 pe yr saad bhai ap k hansi boht pyari hai,NCA
main raja jee ki fan hoon,NCA
hassa hassa kay pagal kar diya,NCA
zabardast bhai,NCA
tum punjabi oo kya,NCA
kamal duck bro,NCA
i love ducky bhai,NCA
good video,NCA
bancho iss se acha twerk to khud ducky bhai ne kiya tha,CA
aby yar ducky bhai,NCA
beta barha leat video dalrha rha h kya bat h bhabhi se kab mila rha h,NCA
bhai ye nahi bhai,NCA
223 sasta fortnite dance,NCA
yar habib mujahid k tiktok vids pe roast bnao plz,NCA
dosray youtubers ki trha jab say tum mashhoor huay ho tabsay apna content bhi bekar krdiya hay or videos bhi late upload krtay ho,NCA
mujhe b aesay trolling krni h,NCA
hahahahaha,NCA
hahaha,NCA
yr ducky aa ja kb tk teri purani video dekhu,NCA
new on youtube,NCA
yaar video jaldi dala kar,NCA
maee video dal day,NCA
ducky bhai video upload karo plzz,NCA
tutti pe pic sai dikhai,CA
khud ap bhi famous ho nay kay lya bakwas kr rahay hon or dosoro ko point kr rahay hai lol i dont like her but your language is not good,NCA
bosri k new video kb aygi,CA
who wants a video on hindustani bhau hit like,NCA
ducky bhai yar ap aesa karen k 1 tang par dusri tang rakhen or 1 hath sy pani piyo or dusra harh apni gardan ma rakho or agr ap ye na karo tu dil dukhao gy q k ma apki sari videos dekhta hu,NCA
lanattt,CA
please pleaseplease mera request accept karo yar please ducky bhai main apka bohat bara fan hoon,NCA
tati bolte hi technical gurugji ki pic lga di hahaha,CA
swag wali pan yakki,NCA
please new videos bosri k,CA
japan ke anime india man agye to pakistan man q nhi aye,NCA
ducky bhai ap aasi video bao jes man anime ko pakistan man laya jaye plzzz or dosyre pakistani youtubers ko kho k anime pr video banayn,NCA
oye ducky technical guruji ki roast banayi please,NCA
new video kab ay gi,NCA
who wants gaming tour 2019,NCA
begairt video upload kr wrna hum unsubscribe kr rahy hain,CA
ducky bhai ye video depete karne wala hai download ker lo,CA
kusty ka bacha bhau,CA
make the video to bharwe,CA
legte hia ducky mere gya,NCA
fuck you man upload some new video,CA
ye twerk ho ra hain,CA
mar gaya kya pakistan ke,NCA
video kahan hai bhai ek mahina ho gya plz upload,NCA
bhai zinda hi ho na,NCA
ap mazeed videos q ni bnaa rhy,NCA
bharve marr gaya kia video dal,CA
nach ke pagal ho ny se phly like,NCA
rosting to karte hon per galiya mat diya karo plz lekin ak din qabar me b jao ge,NCA
deen emaan ki baat kartahe ap ne deen emaan khude chore diya jo alfaz ap use krteho toba toba,NCA
yaar tahir shah is at least better than this stupid bitch yay gana sunnay k baad mujhay tahir shah k gaanay achay lag rahay haynlol,NCA
mara to ab song sa burasa he uth gaya hai koi to ais pa child harist karna ka case karay,NCA
besttt,NCA
new video kb aye gi,NCA
bhai plese roast tanay kamena ka bacha pakistan ka bara ma issa bol raha hay is ka naam tannay hai please roast him,NCA
me to naachne se pehle hi pagal hogaya,NCA
allah made is kuti panjut dincheck pooja ko kuti harami saali ki wajah se 2 din se mera hag na bari ho gya ha,CA
bhai jisko v iska sakal acha lagta he wo comment kare or jisko acha nahi lagta he wo like kare,NCA
sale haram khor khudka sakal dekh khud roasted duck ke jesa dikhta he or dusro ke bare me bol raha he,CA
hello mr roast video banao par india gov or modi ko gaali nhi dena,NCA
oye gandi zuban istamal karny se baz ni ayo gy aisi zuban pti waly ki hi ho sakti hy bagherton ka taula,CA
i love you bro,NCA
hahah yaar twerk,CA
hahaha best pakistani roaster,NCA
nikal lavdi ko roast kar naa,NCA
ducky bhai watch this,NCA
yaar ducky tumare jab se million hogaie hai naa too ne roasting chor di hai,NCA
you r fuckingly amazing brooo,CA
ducky bhai special for u,NCA
why are u not posting video ducky bhai,NCA
begharat insan tu mar ta nahi giya,CA
bhai plzapni video editing ka tutorial da de,NCA
bhai bindass kaviya py video banao oski har video mein wo dramy karti ha ya ho gya mery sath mujhe ya bola,NCA
bc aik mahina hogaya video kyun nahi upload ki,CA
ducky bhai please reply to rakhi sawant and sara khan video,NCA
why are u not making a new videos,NCA
itna to samjh agya ha ye bandi jan k aise songs bnati ha take log soche or videos bnaye or ye wahi horha ha,NCA
wag g wag g love u bro,NCA
duckhy sparsh rekha gopali channel per is per ducky video bana,NCA
beautiful garal,NCA
where have you gone,NCA
oohoo ducky kia kmal krty ho budy ko ishari agai aa,NCA
yar ap kdr hao,NCA
hello zinda ho ky mar gia,NCA
plzzzzz make video on hindustani bhau chutiya saalla,CA
bhai koi video nai a rai,NCA
in swag wali topi song,NCA
sub 2 pewdiepie please,NCA
ma unsub kr dana 3 din k andr video na ai,NCA
mar ja,CA
oo sooraaa,NCA
oy dallly,CA
video kdr aaa,NCA
kuttya kithy mar gya wa,CA
sahi galian di han mujhay boht hasse aye,NCA
one of the best roasters love from india,NCA
make video about your camera,NCA
why are you not making a new video man its been a month,NCA
salam ducky bhai im your very big fan your roasting is mind blowing why dont u make a video on those jo fazool ki mistakes nikalte hain movies main,NCA
mothi shoti lodi im from india still pakistan happy with,CA
technical grugi na pakistan ko rost kr na ki kosish ki ha ap us ko rost kro please,NCA
please make a video on hindustani bhau that man is getting so over,NCA
ducky bhai naye video kb aayegi,NCA
hahahaha ducky branchd ye paghal kardeti bhai acha huwa poora gana nahi dala,CA
bhai jaan ghayb ho gaye ho ek mahinay se zyada ho gaya hai,NCA
kha gum hy yrr,NCA
kya pata teri bt say jo indians fan hai tery vo modhi k khilaaf hojy,NCA
pc ya laptop,NCA
new video,NCA
yr teri video q nhi aarhi maheene hogye hain,NCA
yar ducky waki ma video bahtareen hai ye koi hate nh hai tujhy i love you bhai likn is dichnak poja ki wajh sa ye video dobarah nh dekhi jati,NCA
zinda to ho na duckybhai,NCA
sahi kia isko rost kr ke ducky bhai love uu jani,NCA
oaa kutaa nai video upload kar da ab kitna wait karvayy gaa bagarat of the year,CA
oh bhai foot tou nahi hogaya video tou upload kr,NCA
good yaar,NCA
hatt pagal,CA
go to hell,CA
shitty vidro,CA
talhahyunus bro tumhara song yaha bhi baj raha hai,NCA
bro i am dhinchak pooja fan ok she is the best singer and do not disrespect her,NCA
level ha bro,NCA
mar to nahi gya sale kahan gaib hai,CA
kidar hai ducky bhai ajkal sub khairiyat love from india,NCA
saad bhai what whould you like to say about rahim pardasi mehndi dance i think that was awesome kya aap os ko apni shaadi mey dance krny ko bolo gey,NCA
hello ducky bhai videos upload kro please,NCA
oy kutty ab to is bhau ka kuch kr aourat ko gali di hy,CA
bhai video kab ai gi yar,NCA
316 modii lorii,CA
ducky bhai iphone 11 k uper video banao,NCA
please can you play pupj today at 700,NCA
hello to all,NCA
hindusthani bhau ka kon kon rost chahatahai like karo,NCA
i was 110 happy for pakistan but after watching this video,NCA
is video ko rost kro,NCA
waw ducky bhai waw,NCA
ducky kaha bund marvana gya ha kb next video dalay ga,NCA
tatti ducky pakistan,CA
bhai ap youtuber k sath sath kya karta ho,NCA
where r u from,NCA
yaar video to time pa upload krdo,NCA
bhai hindustani bhau ko roast kro,NCA
itni haraami nazaare,NCA
you roast hindustani bhau,NCA
ducky bhai apne ps4 to faragh hi rkha hua hai to mujhe free ne bhejdo,NCA
bhai haqaeet tv ki class laga do yar bohat bara chutya hai,CA
hahahahahaahahahhaahhaahaha,NCA
teri hasi nakli thi na,NCA
yar agli video kab bnanai hai bhn choo mahina guzar gya 9 aug ko last video dali thi aj 12 sep hai bhn choo kya waja koi ahaas karo yar,NCA
one month ago no video,NCA
where the duck are you,NCA
hey bro please make a vedio on hindustani bhau because that man is getting so over because he always abusing pakistan,NCA
new video,NCA
lanti video bhej dar gaya sham idress se,CA
are u dead,CA
aap video kuoo nhi banaatai,NCA
bhai new video kab out hogi i am waiting,NCA
ye deko,NCA
videooo kahan hai bccc 1 month hooo gyaaaaaaaa,CA
ahahahaha,NCA
duck why are you not uploading a video and do mr meat part 33333333,NCA
superb,NCA
nice ducky bhai,NCA
cha gya yar cha gya,NCA
i love your vlogs alos subscribe to my channel,NCA
dhichnak k gaane suno or sun k behosh hojao,NCA
is pa hansna tha,NCA
ducky bhai is best,NCA
new vid plz,NCA
bhai new video daal do,NCA
love you best friend,NCA
love you so much rakhi bhai tu aaj meri ek khwahish hai please play a granny part 2,NCA
please play granny chapter part 2,NCA
ducky bhai im your big fan i need your help plzzz can u sortout my problem can u plzzz help me im really suffering with stress and im not joking i have a gaming channel name,NCA
ducky dalay video sent karo sala itni let,CA
plz make new video,NCA
i thing ducky bhai was fail in punjab collage result,NCA
sasti bakri,NCA
ducky please watch this video and shout out me,NCA
yar kb ani hy vedio,NCA
ducky mar to nahi gya,NCA
pak valo china ko ma ban bachte raho bhosdevalo,CA
pak ke l lagepade hai,CA
make a roast video on triggered insaan but and ask him to roast on u also and we will see who is the better roaster,NCA
oy galdi video dal,NCA
meri pubg mein friend request accept kare meri pubg id hai mrjutt06,NCA
aby koi video dal 1 month ho geya,NCA
love you bro,NCA
ducky granny ka chapter two a gaya hai is ka gameplay karo funny is ke andar granny aur us ka boyfriend grandpa bhi hai,NCA
ducky buht late ho gy ho g kab ao gy,NCA
no upload,NCA
he roasted you saad,NCA
one body had roasted you his youtube channel name is bhata bhai roast him plz,NCA
why is your video not coming tell me plzzzz,NCA
ma bhi achi videos banata huu,NCA
ducky,NCA
bhai ap videos kyu nahe bena rahay,NCA
san ki roast per rost kro bhi plzplzplzplzplzplz,NCA
i cant stop my,NCA
bhai video q nai arahi,NCA
which game you are playing in the background,NCA
bc iss se acha to banda eye to eye song sun ley tahir shah ka lol,NCA
yai zara jhony sins k tattay ki shakl walay ko daikhoooo,NCA
isko chek krna ducky bhaiiii,NCA
ducky looks like professor from money heist,NCA
east or west india is the best,NCA
i am new dikky bhai apki pehli video dekhi kasam se bohot maze aaya,NCA
see nach kay pagal 418,NCA
pagal jaldi video do,CA
gandu new vid bhi daal dy,CA
bhai tu video nhi dalta mein tujh se naraz hu,NCA
yar ducky bhai u are a legend yar mein haas haas key paghal ho gya,NCA
islamad banega india,NCA
hindustani bahu pe video banaoo,NCA
why ducky bhai is not uploading new video,NCA
mar to no ga,CA
oye ducky indian reporter toba toba ko roast kr jo log roast video chahte hain like maro,NCA
ducky bhai ma hap ha farwat bost ap pudg ma larky ky hows nekaly palis,NCA
bro can i roast youplease reply,NCA
when you are going to make a new video,NCA
aglivideo kidr ha i,NCA
where is the new video,NCA
roast sana bucket he roast you,NCA
video upload kar bhe dha sala,NCA
ducky kha raha gaya ha yaar 1 month ho gaya ha,NCA
bro 1 month ho gya hai video upload kya hwa please upload the next video,NCA
bro bohot hi bakwaas rost tha laanat h tum pe rosting seekhni ho to carry minati ki video dekho ducky,CA
oye ducky nayi video to upload karo,NCA
thanks you sir,NCA
o dallag new video,NCA
modi sodi lo,CA
ye mukhluk k ko t bol rehi hai too tatti ko khatti bolte hogi,CA
bhai apki koi new video nhi aa rahi he mar to nhi,NCA
gandoo tare video kaha ha,CA
month hogaya ha no video,NCA
love u ducky bhai,NCA
aba kotha video kab arai ha,CA
kidhar ho bhai 1 mahina ho gya koi video nahi aai,NCA
ducky oye lahorefied k name sy youtube pa channel hy us pa roasting video bana scripted pranks bana k logo ka chutiya kat rahy hain,NCA
moudi shoudii lodi,CA
hello,NCA
319 modi shodi lauri lol,CA
baj na,NCA
ducky bhai can u roast saad roaster a yt channel i saw his one video in which he made fun of u,NCA
hhh funny video,NCA
baki bhai brazzer pahan ke dance karo,NCA
ducky bhai new vdo,NCA
bhie mara pass ak clip ha ap kalia ap ko kasa don,NCA
bhai roast this prick,NCA
u are not uploading any videos iam gonna unsubscribe ur channel,NCA
best video,NCA
ay gando where is your videos,CA
kutty new vdeo kidr,CA
ice cream challenge wali vedio,NCA
ducky bahi nasr khan jan ke ice cream wali vedio py roast kroplzlove u ducky bahi,NCA
you made awsome vedio ducky bhai,NCA
best video ever,NCA
dammnnn,NCA
please ducky bhai iska tik tok chek karen aliasghar7094,NCA
jahan b mily qatia,NCA
ducky bhai lahore cinema py vedio banao,NCA
which game is this dude i wanna play,NCA
ducky bhai iss game ka naam kia hei aur ap ki roasting world class hei bhai,NCA
play horror crown pennewise,NCA
kutttey video bana,CA
modi shodi lodi besttt,CA
o hello mar to nai gai bata do please minat hi sai,NCA
ducky bhai sanas bucket be kaha ap illuminate we ho,NCA
pakistans economy be like full moon,NCA
